id,name,nicknames,games,points_avg,total_rebounds,assists,fg_percent,field_goals,per,win_shares
7348,Clinton Smith,,46,2.9,1.3,1.1,43.0,0.0,11.0,0.3
7349,Craig Smith,"
(Rhino, Cookie Monster)
",403,7.6,3.9,0.8,55.3,3.7,16.2,16.0
7350,Delbert Bower Smith,,48,1.5,-,0.1,26.9,42.9,-,0.7
7351,Dennis Cliff Smith Jr.,,270,10.3,3.0,4.4,40.3,29.9,12.1,0.6
7352,Derek Ervin Smith,,408,12.8,3.2,2.1,49.9,29.4,15.1,18.3
7353,Donald Everett Smith,,8,0.8,-,0.3,15.4,66.7,-,-0.1
7354,Donald Smith,,54,5.2,0.6,0.9,40.8,100.0,12.6,0.0
7355,Donta Smith,,61,2.7,1.1,0.8,42.1,30.8,11.1,0.5
7356,Douglas Smith,,296,8.0,4.2,1.4,42.5,8.3,11.7,3.0
7357,Dru Smith,,15,2.9,1.6,1.5,40.0,26.3,11.4,0.3
7358,Edward Bernard Smith,,12,2.9,2.7,0.8,28.6,53.8,8.5,-0.3
7359,Elmore Smith,,562,13.4,10.6,1.4,48.2,57.9,16.2,34.7
7360,Garfield Smith,,134,3.2,3.3,0.4,43.7,-,8.5,0.7
7361,Gregory Darnell Smith,,524,7.8,6.2,1.8,48.2,64.6,12.2,22.2
7362,Gregory Smith,"
(Juju)
",149,4.0,3.3,0.3,61.7,0.0,13.8,5.5
7363,Ishmael Larry Smith,"
(Ish)
",762,7.3,2.4,3.8,42.9,32.3,13.1,14.1
7364,Earl Smith III,"
(The Prodigy, J.R. Swish, Henny God, 911)
",977,12.4,3.1,2.1,41.9,37.3,13.9,46.3
7365,Jabari Montsho Smith,,108,3.0,1.6,0.6,41.3,12.5,9.7,1.3
7366,Jabari Montsho Smith Jr.,,79,12.8,7.2,1.3,40.8,30.7,11.2,1.9
7367,Jalen Rasheed Smith,,146,8.0,5.1,0.6,48.5,29.7,16.4,5.1
7368,Jason Victor Smith,,616,6.1,3.4,0.7,46.8,33.3,12.9,14.1
7369,Jerry Smith,,5,1.4,1.4,0.8,21.4,16.7,7.8,0.0
7370,James Oliver Smith,,76,2.9,2.5,0.6,51.4,-,9.3,0.7
7371,Joseph Leynard Smith,"
(The Beast)
",1030,10.9,6.4,1.0,45.5,23.8,15.4,60.3
7372,John Smith Jr.,,147,5.9,8.3,0.8,38.7,0.0,9.2,0.2
7373,Joshua Smith,"
(J-Smoove)
",894,14.5,7.4,3.1,45.2,28.5,17.4,51.0
7374,Keith LeWayne Smith,,42,3.3,0.8,1.0,38.0,33.3,6.0,0.0
7375,Kenneth Wayne Smith,,19,4.3,1.3,0.4,41.0,20.0,10.6,0.2
7376,Kenneth Smith,"
(The Jet)
",737,12.8,2.0,5.5,48.0,39.9,14.9,46.8
7377,LaBradford Corvey Smith,,183,6.7,1.5,2.2,43.2,29.8,10.8,1.5
7378,Larry Smith,"
(Mr. Mean)
",883,6.7,9.2,1.1,53.1,0.0,12.6,46.0
7379,Leon Smith,,15,2.2,2.2,0.2,39.3,-,14.3,0.2
7380,Michael John Smith,,141,5.0,1.5,1.0,47.4,15.0,14.0,1.4
7381,Michael John Smith,,449,5.6,7.1,1.5,53.8,14.3,13.9,23.4
7382,Mike Smith,,17,3.0,1.3,0.6,32.2,16.7,8.1,-0.1
7383,Nolan Derek Smith,,84,3.3,1.0,1.2,37.1,26.0,7.5,-0.8
7384,Otis Fitzgerald Smith,,375,10.5,3.8,1.8,45.5,25.1,15.7,12.3
7385,Pete Smith,,5,0.8,1.6,0.2,16.7,0.0,-9.3,-0.2
7386,Philip Arnold Smith,,659,15.1,3.0,3.9,47.6,25.3,15.8,41.1
7387,Randolph Smith,"
(Iron Man)
",976,16.7,3.7,4.6,47.0,15.5,16.5,60.1
7388,Reginald D. Smith,,66,1.5,1.8,0.1,39.4,0.0,9.1,0.4
7389,Robert Leroy Smith,,229,5.0,1.3,1.8,43.5,23.8,11.0,5.6
7390,Russ Anton Smith,"
(Russdiculous)
",27,2.0,0.6,0.7,31.9,18.8,7.8,-0.2
7391,Sam Smith,,255,8.2,7.0,1.1,40.1,20.0,12.6,9.6
7392,Sam Smith,,46,6.8,1.4,1.3,41.9,22.9,14.2,1.1
7393,Steven Delano Smith,"
(Smitty)
",942,14.3,3.2,3.1,44.0,35.8,16.1,83.7
7394,Steven Alexander Smith,,8,0.6,0.8,0.0,25.0,-,-1.8,-0.1
7395,Stevin L. Smith,,8,1.8,1.3,0.5,33.3,16.7,3.3,-0.1
7396,Theron Augustus Smith,,53,2.8,3.0,0.7,33.5,37.5,6.0,-0.4
7397,Charles Anton Smith,,457,5.5,1.6,1.9,43.1,30.7,11.4,6.7
7398,William A. Smith,,30,6.8,4.8,0.7,43.1,59.7,11.2,0.1
7399,William C. Smith,,78,4.6,1.7,3.6,40.0,23.9,12.3,1.3
7400,Zhaire Jahi-ihme Smith,,13,3.7,1.2,0.9,37.8,31.6,7.6,0.0
7401,Rik Smits,"
(The Dunking Dutchman, Dutch Boy in the Paint, Dutch)
",867,14.8,6.1,1.4,50.7,11.5,17.9,56.6
7402,Michael Frank Smrek,,194,2.9,2.2,0.3,43.1,0.0,7.4,0.7
7403,Joseph George Smyth,,40,3.3,2.5,1.2,34.8,53.8,12.0,0.1
7404,Xavier Sneed,,13,1.7,0.8,0.5,35.0,28.6,5.4,0.0
7405,Tony Snell,,601,6.1,2.3,1.1,43.1,39.4,8.9,18.5
7406,Eric Snow,"
(Ice, E-Snow, Pookie)
",846,6.8,2.5,5.0,42.4,20.8,12.2,43.4
7407,Richard J. Snyder Jr.,"
(The Duck)
",964,12.2,2.8,2.9,48.8,82.4,14.1,58.3
7408,Kirk Patrick Snyder,,211,6.3,2.3,1.1,43.8,32.7,12.4,4.5
7409,George Edward Sobek Jr.,,60,5.8,-,1.6,37.8,76.1,-,3.1
7410,Ricky Brad Sobers,,821,13.3,2.6,4.3,45.9,29.1,13.9,32.0
7411,Ronald Charles Sobie,,192,8.4,4.1,1.8,37.9,80.8,14.1,7.2
7412,Jeremy Juliusz Sochan,,56,11.0,5.3,2.5,45.3,24.6,11.4,0.2
7413,Michael Sojourner,,191,8.7,6.5,0.9,48.0,67.1,13.7,8.2
7414,Willard Leon Sojourner,,309,6.0,4.8,0.7,48.6,16.7,13.7,10.8
7415,William James Solomon,,115,5.1,1.1,2.0,37.8,29.8,10.5,0.0
7416,Willard F. Somerset,,143,21.9,4.6,3.6,42.5,28.0,18.0,14.8
7417,Darius Songaila,,495,6.9,3.4,1.2,49.9,15.8,13.3,15.9
7418,David Lowell Sorenson,,213,8.1,4.7,1.3,44.2,77.8,14.5,5.4
7419,James Southerland,,4,3.5,2.0,0.0,33.3,50.0,11.8,0.0
7420,Gino Sovran,,6,1.8,-,0.2,33.3,50.0,-,0.1
7421,Pape Sow,,76,2.9,2.8,0.2,41.6,-,9.3,0.8
7422,John Kenneth Spain,,11,2.2,3.6,0.2,36.4,-,5.2,0.0
7423,Raymond Mark Spalding,,16,3.6,3.3,0.3,52.9,0.0,13.1,0.1
7424,Jim Spanarkel,,259,9.7,2.5,2.2,47.0,25.0,16.0,12.3
7425,Vassilis Spanoulis,,31,2.7,0.7,0.9,31.9,17.2,5.4,-0.1
7426,Daniel E. Sparks,,67,6.5,4.5,0.7,38.6,-,10.4,0.7
7427,Guy Paul Joseph Sparrow,,150,7.8,4.9,0.9,35.8,60.8,11.0,0.1
7428,Rory Darnell Sparrow,,836,9.0,2.1,5.0,46.6,26.0,12.0,28.3
7429,Marion Odicca Spears,,479,8.7,4.0,1.9,36.6,76.3,13.8,27.8
7430,Arthur Edward Spector,,169,5.0,-,0.8,28.0,57.5,-,2.9
7431,Marreese Akeem Speights,,705,7.9,4.1,0.7,45.9,35.6,16.7,25.8
7432,Omari Spellman,,95,6.8,4.3,1.0,41.7,36.6,13.4,2.4
7433,Andre Devell Spencer,,48,7.2,3.2,1.0,44.5,0.0,14.1,1.4
7434,Elmore Spencer,,157,5.9,3.5,0.7,51.6,0.0,9.9,0.0
7435,Felton LaFrance Spencer,,640,5.2,5.4,0.3,48.4,0.0,10.8,20.9
7436,Lewis Graves Spicer III,,4,0.3,-,0.0,0.0,50.0,-,-0.2
7437,Craig W. Spitzer,,10,1.8,2.4,0.0,38.1,66.7,14.6,0.0
7438,Tiago Splitter,,355,7.9,5.0,1.2,55.5,14.3,17.9,25.3
7439,Arthur Cornelius Spoelstra,,278,7.2,4.6,1.0,39.1,69.3,12.0,8.6
7440,Warren Bruce Spraggins,,70,12.2,4.7,0.9,44.6,40.0,18.0,4.3
7441,Latrell Fontaine Sprewell,,913,18.3,4.1,4.0,42.5,33.7,15.1,56.3
7442,Larry Michael Spriggs,,169,5.2,2.3,1.3,51.7,0.0,11.3,3.4
7443,Jaden Tyree Springer,,18,2.4,0.9,0.4,50.0,40.0,17.8,0.3
7444,James Emer Springer,,2,0.5,-,0.0,-,100.0,-,0.0
7445,James Winfred Spruill,,1,2.0,-,0.0,33.3,-,-,0.0
7446,Ryan Eugene Stack,,43,2.3,1.8,0.2,35.2,0.0,7.2,0.2
7447,Jerry Darnell Stackhouse,"
(Stack, House)
",970,16.9,3.2,3.3,40.9,30.9,16.5,52.4
7448,Kevin M. Stacom,,347,5.1,1.5,1.5,41.7,50.0,10.6,3.1
7449,James Ervin Staggs,,53,8.5,2.3,1.4,39.9,28.6,6.7,-0.2
7450,Isaac Stallworth,,313,7.7,2.8,0.7,41.4,68.6,10.2,0.7
7451,David Allen Stallworth,,522,9.3,4.7,1.7,43.8,73.2,14.4,20.3
7452,Edmund Andrew Stanczak,,76,7.6,1.9,1.0,33.8,75.9,-,6.4
7453,Cassius Jerome Stanley,,33,2.7,1.2,0.2,36.0,23.3,7.1,0.0
7454,Terence R. Stansbury,,192,6.3,1.4,2.0,44.4,22.4,9.9,2.4
7455,John Levell Starks,,866,12.5,2.5,3.6,41.2,34.0,14.0,49.9
7456,Keith Edward Starr,,17,0.8,0.6,0.4,25.0,100.0,3.7,-0.2
7457,Nikolas Tomas Stauskas,,343,6.7,2.0,1.5,38.9,35.4,9.1,3.9
7458,Larry Joseph Staverman,,265,4.7,3.8,0.9,46.5,78.5,13.3,6.9
7459,Larry Nelson Steele,"
(Man of Steal)
",610,8.2,2.9,2.8,48.3,0.0,12.7,28.2
7460,Matt Steigenga,,2,1.5,1.5,1.0,25.0,0.0,7.0,0.0
7461,Vladimir Stepania,,270,4.1,4.4,0.3,42.5,13.3,12.8,5.2
7462,D.J. Stephens,,4,2.3,1.3,0.0,44.4,-,12.7,0.0
7463,Everette Louis Stephens,,38,1.9,0.6,1.0,33.3,20.0,7.4,-0.4
7464,John Francis Stephens,,72,10.3,5.2,2.9,38.6,69.2,13.3,4.8
7465,Joe Stephens,,22,3.2,2.0,0.5,35.7,19.0,11.1,0.0
7466,Lance Stephenson Jr.,"
(Born Ready)
",554,8.6,4.1,2.9,44.5,31.4,12.2,17.5
7467,Alex Stepheson,,8,2.8,3.5,0.3,33.3,-,14.8,0.1
7468,Michael Holbrook Steppe,,238,5.4,1.4,1.2,46.9,31.0,12.5,4.6
7469,Barry Wayne Stevens,,2,1.0,1.0,0.0,50.0,-,15.2,0.0
7470,Lamar Brandon Stevens,,165,5.3,2.8,0.6,46.7,28.1,10.4,4.0
7471,Wayne Stevens,,8,1.6,2.0,0.5,15.8,70.0,6.2,-0.2
7472,DeShawn Stevenson,"
(Papa Smurf, The Locksmith, D-Steve)
",824,7.2,2.2,1.6,40.6,34.0,9.9,12.1
7473,Dennis Edward Stewart,,12,3.3,1.4,0.2,33.3,33.3,4.6,-0.2
7474,Isaiah Stewart,"
(Beef Stew)
",189,9.0,7.8,1.1,50.1,32.8,14.5,9.4
7475,Kebu Omar Stewart,,15,2.7,2.1,0.1,46.2,-,14.0,0.2
7476,Larry Stewart,,270,7.4,4.0,1.3,50.9,20.5,13.0,9.7
7477,Michael Curtis Stewart,,286,2.2,3.2,0.3,44.2,-,10.2,4.6
7478,Norman E. Stewart,,5,2.0,1.0,0.4,26.7,33.3,-2.0,-0.1
7479,Gregory Stiemsma,,203,3.2,3.3,0.5,50.9,0.0,11.0,6.0
7480,Stephen Samuel Stipanovich,"
(Stipo)
",403,13.2,7.8,2.3,48.4,17.9,15.1,30.4
7481,Bryant Lamonica Stith,,586,10.1,3.4,2.0,42.4,32.9,12.8,29.5
7482,Samuel Elwood Stith,,32,4.4,1.6,1.9,36.4,60.5,8.0,-0.1
7483,Thomas Alvin Stith,,25,3.1,1.6,0.7,33.6,30.0,6.5,-0.6
7484,Alex Frank Stivrins,,22,2.0,1.0,0.2,46.5,0.0,10.5,-0.1
7485,David Stockton,,6,3.0,0.3,1.5,44.4,60.0,15.7,0.1
7486,John Houston Stockton,"
(Stock)
",1504,13.1,2.7,10.5,51.5,38.4,21.8,207.7
7487,Predrag Stojaković,,804,17.0,4.7,1.8,45.0,40.1,17.1,82.6
7488,Edward Kobie Stokes,,4,0.8,1.0,0.3,33.3,-,6.4,0.0
7489,Gregory Lewis Stokes,,42,3.1,1.5,0.4,44.5,0.0,9.0,0.3
7490,Jarnell D'Marcus Stokes,,28,2.4,1.4,0.3,58.1,-,19.4,0.6
7491,Maurice Stokes,,202,16.4,17.3,5.3,35.1,69.8,20.9,16.1
7492,Arthur Francis Stolkey,,23,4.4,-,1.7,22.0,68.2,-,1.6
7493,Randy C. Stoll,,25,5.7,3.6,0.5,47.8,-,9.9,0.3
7494,Diamond Louis Stone,,7,1.4,0.9,0.0,23.1,-,-1.2,-0.1
7495,George E. Stone,,259,13.6,5.7,1.3,44.4,32.3,15.7,13.9
7496,Julyan Ray Stone,,70,1.1,1.1,1.1,44.4,31.3,9.5,0.9
7497,Awvee Storey,,60,2.4,1.4,0.4,41.4,25.0,10.5,0.3
7498,Damon Lamon Stoudamire,,878,13.4,3.5,6.1,40.6,35.7,15.4,55.4
7499,Salim Stoudamire,,157,8.0,1.4,1.0,40.7,36.6,11.8,2.2
7500,Amar'e Carsares Stoudemire,,846,18.9,7.8,1.2,53.7,23.6,21.8,92.5
7501,Paul L. Stovall,,38,4.6,3.1,0.7,41.6,-,12.1,0.2
7502,Darryl Eugene Strawberry Jr.,,33,2.2,0.8,0.9,31.5,24.0,6.2,-0.2
7503,Joe Tom Strawder,,231,8.6,9.9,1.1,42.6,68.6,11.3,10.8
7504,William Louis Stricker,,1,4.0,0.0,0.0,66.7,-,45.1,0.0
7505,Demerick Montae Strickland,,501,7.5,2.6,2.4,39.2,35.1,12.7,13.4
7506,Mark Strickland,,281,4.6,2.7,0.4,48.8,22.2,14.5,7.0
7507,Rodney Strickland,"
(Hot Rod, Lightning Rod)
",1094,13.2,3.7,7.3,45.4,28.2,18.0,85.8
7508,Roger W. Strickland,,1,2.0,0.0,0.0,33.3,-,-0.1,0.0
7509,John Stroeder,,46,1.8,1.8,0.5,36.9,0.0,7.4,-0.1
7510,Derek Lamar Strong,,456,6.8,4.9,0.6,43.0,18.0,13.8,18.5
7511,William Lamont Strothers,,13,4.6,1.2,1.1,32.9,13.3,5.8,-0.5
7512,John Busby Stroud,,9,2.8,1.4,1.0,32.4,-,6.4,-0.1
7513,William D. Stroud,,7,2.9,0.3,0.1,45.5,100.0,5.7,0.2
7514,Max Strus,,189,10.0,2.7,1.5,42.7,37.1,11.6,8.0
7515,Rodney Norvell Stuckey,"
(Stuck, Young 50, Curtis Jackson Jr.)
",651,12.6,2.9,3.6,42.3,30.0,14.9,28.7
7516,Eugene Andrew Stump,,148,5.3,-,0.8,30.3,69.2,-,1.1
7517,Stanley John Stutz,,166,7.1,-,1.1,25.6,81.3,-,6.7
7518,Jalen Rashon Suggs,,101,10.8,3.3,3.6,38.7,27.1,10.5,-0.3
7519,Gary G. Suiter,,30,1.4,1.4,0.1,35.2,44.4,6.0,-0.3
7520,Jared Sullinger,"
(Sully)
",269,10.8,7.5,1.8,43.6,27.2,16.2,15.3
7521,DaJuan Michael Summers,,83,3.3,1.0,0.3,38.4,36.7,7.1,-0.1
7522,Edmond Byron Sumner,"
(Skinny)
",161,6.2,1.5,1.1,47.0,34.1,12.1,3.2
7523,Barry Sumpter,,1,0.0,0.0,0.0,0.0,-,-30.2,0.0
7524,Don J. Sunderlage,,113,7.7,2.5,2.0,32.6,73.2,11.6,2.7
7525,Bruno Šundov,,102,1.7,1.0,0.2,35.6,20.8,5.4,-0.7
7526,Jon Thomas Sundvold,,502,7.7,1.1,2.9,45.2,39.2,12.5,8.9
7527,Robert Sura Jr.,"
(Bobby, Hondo, Schoolyard)
",657,8.6,3.4,3.8,41.4,32.5,14.3,28.3
7528,Richard Clifford Surhoff Jr.,,58,3.1,1.6,0.6,29.5,71.7,10.0,0.1
7529,George Joseph Sutor,,79,4.8,5.1,0.4,34.1,0.0,10.0,-0.3
7530,Dane Lee Suttle,,46,5.9,1.1,1.0,50.7,0.0,15.3,1.0
7531,Gregory Ray Sutton,,168,4.5,0.9,1.7,39.6,36.1,9.7,1.0
7532,Keith M. Swagerty,,80,12.3,10.4,1.2,40.8,0.0,15.1,2.3
7533,Bennie Samuel Swain,,58,4.6,4.5,0.5,40.6,60.9,12.3,1.9
7534,Caleb Swanigan,,75,2.3,2.9,0.7,43.8,11.8,6.8,-0.2
7535,Norman Paul Swanson,,63,1.6,1.7,0.5,22.6,59.4,4.0,-0.4
7536,Daniel S. Swartz,,39,4.5,2.3,0.5,38.0,84.7,12.3,1.0
7537,Michael Damien Sweetney,"
(Big Mike, Sweets, Big Sour)
",233,6.5,4.5,0.6,48.5,0.0,15.1,7.8
7538,Cole Swider,,7,1.3,1.0,0.6,33.3,37.5,7.4,0.1
7539,Robert Swift,,97,4.3,3.9,0.2,50.6,-,11.4,1.7
7540,Harley Edward Swift Jr.,,283,11.6,2.2,2.9,44.5,29.8,11.5,12.2
7541,Stromile Emanuel Swift,,547,8.4,4.6,0.5,47.3,7.4,16.1,21.3
7542,Aaron Anthony Swinson,,9,2.7,0.9,0.3,55.6,-,11.7,0.0
7543,Craig Sword,,3,2.0,0.0,0.3,75.0,0.0,14.2,0.1
7544,Pape Ousseynou Sy,,3,2.3,1.0,0.7,33.3,0.0,9.2,0.0
7545,Wallace B. Sydnor,,15,1.0,-,0.0,19.2,50.0,-,-0.1
7546,Keifer Sykes,,32,5.6,1.4,1.9,36.3,30.0,5.9,-0.5
7547,Larry Sykes,,1,0.0,2.0,0.0,-,-,0.0,0.0
7548,Brett Leon Szabo,,70,2.2,2.4,0.2,44.6,0.0,8.8,0.4
7549,Walter Robert Szczerbiak,,651,14.1,4.0,2.4,48.5,40.6,16.0,53.3
7550,Walter Szczerbiak,,53,6.3,2.8,0.8,62.9,0.0,19.6,2.2
7553,Žan Tabak,,247,5.0,3.6,0.7,50.6,0.0,11.3,2.4
7554,Yuta Tabuse,,4,1.8,1.0,0.8,16.7,100.0,15.6,0.0
7555,Christopher Taft,,17,2.8,2.1,0.1,60.5,-,15.6,0.5
7556,Sidney Tanenbaum,,70,9.0,-,2.3,27.4,83.0,-,2.2
7557,Dragan Tarlać,,43,2.4,2.8,0.7,39.4,-,5.6,-0.2
7558,Roy James Tarpley Jr.,,280,12.6,10.0,1.0,48.3,17.6,18.4,19.8
7559,Levern Donihue Tart,,274,19.4,5.0,3.0,44.5,25.3,17.0,19.9
7560,Jae'Sean Tate,,179,11.2,5.1,2.7,49.8,30.7,13.8,7.5
7561,William Earl Tatum,,262,9.6,2.6,1.9,45.9,33.3,14.2,7.8
7562,Jayson Christopher Tatum,"
(J, Taco Jay)
",439,22.5,7.0,3.3,45.8,37.5,19.7,45.6
7563,Walter Samuel Tavares,,13,2.5,2.5,0.3,62.5,-,16.3,0.2
7564,Anthony Paul Taylor,,21,6.9,1.6,2.0,39.7,0.0,11.1,0.2
7565,Brian Dwight Taylor,"
(BT)
",601,13.1,2.7,4.1,49.3,35.6,14.8,46.8
7566,Quence Donell Taylor II,,98,2.7,1.1,0.9,39.5,20.6,10.2,0.0
7567,Roland Morris Taylor,,640,8.0,3.9,4.0,43.8,20.6,10.5,17.0
7568,Fredrick Ollie Taylor,,88,4.4,1.6,0.8,36.4,59.2,8.7,-0.6
7569,Isaiah Shaquille Taylor,,71,6.3,1.4,2.9,41.3,24.4,10.4,0.6
7570,Cornelius F. Taylor Jr.,,17,3.0,0.6,0.3,40.4,23.1,9.5,-0.1
7571,Jeffrey Taylor,,56,3.2,1.5,2.0,41.2,0.0,8.1,-0.1
7572,Jeffery Matthew Taylor,,132,6.1,2.0,0.8,40.9,31.9,8.9,1.3
7573,Jermaine Taylor,,65,5.4,1.7,0.7,44.1,28.4,11.9,0.2
7574,Johnny Antonio Taylor,,54,4.7,2.2,0.5,40.2,39.4,8.7,0.1
7575,Leonard Chester Taylor Jr.,,10,1.1,1.2,0.1,0.0,0.0,3.8,-0.1
7576,Maurice De Shawn Taylor,,534,11.0,4.6,1.2,46.6,15.2,13.1,9.9
7577,Michael Rene Taylor,,51,5.7,1.7,2.1,41.2,32.5,10.1,-0.4
7578,Oliver Harold Taylor,,262,9.7,4.2,2.4,45.6,23.4,12.0,10.9
7579,Ronald Taylor,,77,4.8,3.8,0.9,46.6,-,9.1,1.5
7580,Terry Taylor,,64,6.4,3.4,0.8,59.0,29.8,16.8,2.7
7581,Tyshawn Jamar Taylor,,61,2.9,0.5,0.9,35.4,36.0,5.8,-0.9
7582,Vincent Caldwell Taylor,,31,3.1,1.2,1.3,36.3,-,7.6,0.1
7583,Terry Michael Teagle,,687,11.6,2.6,1.4,46.5,21.0,13.7,13.4
7584,Jeffrey Demarco Teague,,826,12.2,2.4,5.6,44.4,36.0,16.8,52.4
7585,Marquis Devante Teague,,91,2.4,1.0,1.5,34.3,22.2,4.9,-0.9
7586,Mizra Teletović,,324,8.1,3.2,0.8,40.6,37.1,13.0,8.8
7587,Sebastian Telfair,"
(Bassy)
",564,7.4,1.6,3.5,39.0,31.9,10.8,5.0
7588,Collis Temple Jr.,,24,1.8,1.3,0.6,41.5,0.0,12.9,0.1
7589,Garrett Bartholomew Temple,,716,6.2,2.3,1.7,40.2,34.5,9.4,16.5
7590,Miloš Teodosić,,60,8.0,2.4,4.0,42.0,37.8,11.0,1.3
7591,Ira Edmondson Terrell,,127,7.0,4.2,1.1,49.8,63.8,11.8,4.1
7592,Jared Terrell,,14,2.2,0.4,0.9,30.8,23.5,0.7,-0.3
7593,Carlos Fernando Terry,,94,3.0,2.4,1.3,43.4,0.0,10.4,1.5
7594,Alan Charles Terry,,341,3.8,2.4,0.8,41.9,32.3,8.5,6.4
7595,Claude Lewis Terry,,349,5.5,1.4,1.3,46.8,33.8,11.9,6.9
7596,Dalen Lee Terry,,38,2.2,1.0,0.6,44.4,25.9,14.1,0.5
7597,Emanuel Terry,,6,1.7,3.7,0.7,33.3,-,11.0,0.0
7598,Jason Eugene Terry,"
(J.T., The Jet)
",1410,13.4,2.3,3.8,44.4,38.0,16.2,102.0
7599,Tyrell Terry,,13,1.0,0.5,0.5,35.3,0.0,6.7,0.0
7600,Jon Teske,,3,0.0,0.7,0.3,0.0,-,1.5,0.0
7601,Hasheem Thabeet,,224,2.2,2.7,0.1,56.7,-,10.3,4.8
7602,Thomas Porter Thacker,,314,3.2,2.6,1.5,36.0,22.7,7.4,-0.3
7603,Floyd Theard,,25,3.8,2.0,1.8,34.5,0.0,2.3,0.0
7604,Daniel Theis,,313,7.6,4.9,1.3,54.3,32.6,15.9,19.8
7605,Reggie Wayne Theus,,1026,18.5,3.3,6.3,47.1,25.2,16.6,66.9
7606,Peter Thibeaux,,93,5.0,1.5,0.5,45.3,28.6,10.5,0.1
7607,William Bernhard Thieben,,85,4.0,3.2,0.3,33.1,64.0,10.2,-0.5
7608,Justus Thigpen,,22,2.7,0.8,0.5,36.7,-,5.1,-0.3
7609,David Thirdkill,,179,2.8,1.2,0.5,45.7,9.1,8.0,1.3
7610,Adonis Thomas,,6,2.3,0.5,0.5,42.9,20.0,7.3,0.0
7611,Billy Thomas,,53,2.7,1.0,0.5,33.8,30.4,7.8,0.4
7612,Brodric Thomas,,44,3.3,1.4,0.9,37.3,26.5,8.2,0.1
7613,Cameron Bouchea Thomas,,124,9.5,2.1,1.3,43.7,31.9,13.1,1.8
7614,Carl Thomas,,63,2.9,1.0,0.4,39.8,31.5,10.3,0.6
7615,Charles Thomas,,36,1.3,0.6,0.6,35.3,11.8,6.1,-0.1
7616,Dedrick Etan Thomas,,409,5.7,4.7,0.4,51.3,-,14.5,14.9
7617,Irving Thomas,,26,1.8,1.2,0.4,34.0,-,7.3,-0.1
7618,Isaiah Jamar Thomas,"
(King in the Fourth, Pizza Guy)
",550,17.7,2.4,4.8,43.4,36.2,19.6,45.3
7619,Isiah Lord Thomas III,,979,19.2,3.6,9.3,45.2,29.0,18.1,80.7
7620,Jamel Thomas,,12,2.5,1.2,0.5,37.8,16.7,4.6,-0.3
7621,James Thomas,,33,1.6,2.3,0.2,56.4,-,9.1,0.4
7622,James Edward Thomas,,161,8.4,2.6,2.3,47.1,17.0,12.5,4.9
7623,Joseph Randle Thomas,,39,1.4,1.1,0.4,26.7,45.0,4.3,-0.6
7624,John G. Thomas,,208,2.7,2.1,0.3,50.2,0.0,9.4,3.2
7625,Kenneth Cornelius Thomas,"
(K-9, KT)
",632,9.3,6.9,1.5,46.5,24.4,13.9,31.2
7626,Khyri Jaquan Thomas,,39,4.1,1.0,0.9,38.8,31.6,11.4,0.5
7627,Kurt Vincent Thomas,"
(Crazy Eyes, Mid-Life, Dirty Kurt)
",1110,8.1,6.6,1.1,48.6,28.1,13.9,64.2
7628,Lance Thomas,,399,5.1,2.6,0.7,41.6,38.1,8.3,5.3
7629,Malcolm Thomas,,40,1.9,2.4,0.4,43.5,9.1,8.4,0.1
7630,Matt Thomas,"
(Mr. 99 Percent)
",126,4.0,1.2,0.5,43.3,40.4,10.9,2.0
7631,Ronald Morton Thomas,,264,4.0,4.1,0.8,46.8,21.4,12.6,7.4
7632,Terry C. Thomas,,28,2.8,1.3,0.1,43.1,72.4,16.3,0.2
7633,Timothy Mark Thomas,,824,11.5,4.1,1.5,43.7,36.9,14.0,35.2
7634,Tyrus Wayne Thomas,"
(T-Time)
",402,7.7,4.8,0.9,43.8,23.5,14.8,13.0
7635,Willis Thomas,,62,9.0,1.8,0.9,44.2,0.0,12.3,1.5
7636,Howard Samuel Thompkins III,,24,2.4,1.0,0.1,39.3,30.8,12.0,0.0
7637,Bernard Thompson,,204,5.3,1.7,1.3,43.9,0.0,10.2,3.4
7638,William Stansbury Thompson,,300,8.6,5.4,1.7,50.5,15.4,13.2,9.6
7639,Brooks James Thompson,,168,4.5,0.9,1.7,40.9,37.6,13.4,2.0
7640,Cornelius Allen Thompson,,44,2.8,2.7,0.8,31.4,-,6.0,-0.1
7641,David O'Neil Thompson,"
(Skywalker, D.T.)
",592,22.7,4.1,3.3,50.5,25.5,19.9,63.3
7642,Dijon Lynn Thompson,,16,2.8,1.2,0.2,42.5,30.8,16.4,0.2
7643,George Thompson,,437,18.6,3.3,3.6,46.5,26.5,17.4,30.9
7644,Keith Hollis Thompson,"
(Hollywood)
",265,7.7,3.1,1.1,41.3,38.6,9.6,6.5
7645,John Sigred Thompson,,2,1.0,0.5,1.0,33.3,0.0,5.0,0.0
7646,Jason Carlton Thompson,,588,8.9,6.6,1.1,49.6,14.3,13.5,23.8
7647,John Robert Thompson Jr.,,74,3.5,3.5,0.3,41.0,59.5,10.2,2.1
7648,Kevin Lamont Thompson,,14,0.9,0.9,0.2,42.9,0.0,4.9,0.0
7649,Klay Alexander Thompson,"
(Big Smokey, Killa Klay, Game 6 Klay, The Electrician, Sea Captain)
",716,19.8,3.5,2.3,45.5,41.6,16.2,51.7
