id,season,age,tm,lg,pos,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,player_id
8505,1979-80,24,lal,nba,c,16,"",12.2,1.6,4.3,.362,0.0,0.1,.000,1.6,4.3,.368,.362,0.3,0.4,.833,1.6,2.8,4.3,0.1,0.2,0.1,0.6,2.2,3.4,5752
8506,1980-81,25,lal,nba,pf,3,"",10.7,0.7,2.3,.286,0.0,0.0,"",0.7,2.3,.286,.286,0.3,0.3,1.000,3.0,2.0,5.0,0.0,0.3,0.0,0.3,1.7,1.7,5752
8507,1981-82,26,lal,nba,pf,9,"",6.7,0.3,1.0,.333,0.0,0.0,"",0.3,1.0,.333,.333,0.4,1.0,.444,1.2,1.2,2.4,0.2,0.0,0.0,0.4,1.3,1.1,5752
8508,1982-83,27,lal,nba,pf,11,"",12.8,1.1,2.5,.429,0.0,0.1,.000,1.1,2.5,.444,.429,0.2,0.4,.500,1.7,2.3,4.0,0.3,0.0,0.2,0.5,2.2,2.4,5752
8509,1983-84,28,atl,nba,pf,2,"",2.5,0.0,0.5,.000,0.0,0.0,"",0.0,0.5,.000,.000,0.0,0.0,"",0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,5752
8510,1988-89,22,den,nba,pf,2,0,10.5,1.0,3.5,.286,0.0,0.5,.000,1.0,3.0,.333,.286,1.0,1.0,1.000,0.5,2.5,3.0,1.0,0.0,0.0,0.0,2.0,3.0,5753
8511,1989-90,23,den,nba,pf,2,2,7.0,0.0,1.5,.000,0.0,0.0,"",0.0,1.5,.000,.000,0.5,1.0,.500,0.0,0.5,0.5,1.0,0.0,0.0,1.0,2.0,0.5,5753
8512,1988-89,22,pho,nba,c,4,0,2.0,0.0,0.5,.000,0.0,0.0,"",0.0,0.5,.000,.000,0.0,0.0,"",0.8,0.8,1.5,0.3,0.0,0.0,0.8,0.8,0.0,5754
8513,1989-90,23,pho,nba,c,12,0,7.8,0.5,0.8,.667,0.0,0.0,"",0.5,0.8,.667,.667,0.3,0.6,.571,0.3,1.3,1.7,0.2,0.3,0.8,0.4,1.4,1.3,5754
8514,1990-91,24,pho,nba,c,4,0,13.8,1.5,2.8,.545,0.0,0.0,"",1.5,2.8,.545,.545,3.5,4.3,.824,1.0,3.5,4.5,0.3,0.3,0.8,0.5,3.0,6.5,5754
8515,1991-92,25,pho,nba,c,8,8,24.0,1.9,5.0,.375,0.0,0.0,"",1.9,5.0,.375,.375,1.9,2.4,.789,1.9,2.1,4.0,0.3,0.4,1.9,1.0,4.1,5.6,5754
8516,1993-94,27,atl,nba,c,11,0,21.3,2.6,5.7,.460,0.0,0.1,.000,2.6,5.6,.468,.460,1.5,2.0,.773,1.4,2.9,4.3,0.5,0.5,1.8,1.4,3.2,6.8,5754
8517,1994-95,28,atl,nba,c,3,3,33.7,4.0,9.3,.429,0.0,0.0,"",4.0,9.3,.429,.429,2.3,3.0,.778,1.0,3.0,4.0,0.3,0.7,0.7,2.0,4.0,10.3,5754
8518,1995-96,23,cle,nba,sf,1,0,2.0,0.0,0.0,"",0.0,0.0,"",0.0,0.0,"","",0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5755
8519,2019-20,20,bos,nba,sg,7,0,6.6,0.6,1.4,.400,0.1,0.3,.500,0.4,1.1,.375,.450,0.1,0.3,.500,0.0,0.4,0.4,0.3,0.1,0.0,0.3,0.6,1.4,5759
8520,2020-21,21,bos,nba,sg,4,2,27.3,3.3,8.0,.406,1.5,4.3,.353,1.8,3.8,.467,.500,1.0,1.0,1.000,1.3,1.3,2.5,1.3,0.8,0.5,0.3,0.5,9.0,5759
8521,1973-74,25,det,nba,c,7,"",43.3,11.0,21.7,.507,"","","",11.0,21.7,.507,.507,4.3,5.4,.789,3.7,11.6,15.3,3.0,0.6,2.0,"",4.0,26.3,5761
8522,1974-75,26,det,nba,c,3,"",42.7,8.7,17.0,.510,"","","",8.7,17.0,.510,.510,3.0,4.0,.750,1.7,9.0,10.7,6.3,1.3,4.0,"",3.3,20.3,5761
8523,1975-76,27,det,nba,c,9,"",39.9,10.6,19.1,.552,"","","",10.6,19.1,.552,.552,5.0,5.6,.900,4.3,8.3,12.7,3.3,0.9,2.3,"",3.8,26.1,5761
8524,1976-77,28,det,nba,c,3,"",39.3,11.3,18.0,.630,"","","",11.3,18.0,.630,.630,5.3,6.3,.842,4.3,12.3,16.7,2.0,1.0,2.3,"",3.3,28.0,5761
8525,1979-80,31,mil,nba,c,7,"",36.6,7.4,14.4,.515,0.0,0.0,"",7.4,14.4,.515,.515,4.4,6.0,.738,2.4,6.9,9.3,4.4,1.0,1.1,2.4,3.3,19.3,5761
8526,1980-81,32,mil,nba,c,7,"",33.7,7.1,12.1,.588,0.0,0.0,"",7.1,12.1,.588,.588,3.3,4.6,.719,1.7,5.7,7.4,4.0,1.7,1.1,2.1,2.6,17.6,5761
8527,1981-82,33,mil,nba,c,6,"",35.3,6.8,13.3,.513,0.0,0.2,.000,6.8,13.2,.519,.513,2.3,4.2,.560,3.0,4.5,7.5,3.7,1.3,0.8,2.3,3.5,16.0,5761
8528,1982-83,34,mil,nba,c,9,"",27.8,5.7,9.9,.573,0.0,0.0,"",5.7,9.9,.573,.573,2.3,3.9,.600,1.9,5.1,7.0,2.6,0.6,1.6,2.3,3.6,13.7,5761
8529,1983-84,35,mil,nba,c,16,"",31.2,5.1,10.7,.480,0.0,0.0,"",5.1,10.7,.480,.480,2.4,2.8,.886,2.0,5.3,7.3,3.4,0.7,0.6,2.4,3.6,12.7,5761
8530,1968-69,22,sdr,nba,sg,6,"",34.7,5.0,11.5,.435,,,,,,,,3.5,4.5,.778,"","",3.5,1.7,"","",,3.7,13.5,5762
8531,1973-74,27,det,nba,sg,7,"",32.4,4.0,8.4,.475,,,,,,,,4.0,4.6,.875,1.4,2.7,4.1,2.0,0.3,0.0,,2.7,12.0,5762
8532,1961-62,23,phw,nba,sg,9,"",8.7,1.2,3.9,.314,,,,,,,,0.9,1.3,.667,,,2.1,0.6,,,,1.6,3.3,5764
8533,2013-14,21,dal,nba,pg,2,0,5.0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,"",0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,5765
8534,2017-18,25,bos,nba,pg,11,0,14.0,1.5,3.2,.457,0.4,1.2,.308,1.1,2.0,.545,.514,0.5,0.5,1.000,0.1,0.9,1.0,1.8,0.5,0.0,0.5,1.4,3.7,5765
8535,1967-68,24,sfw,nba,pf,5,"",5.4,0.2,1.0,.200,"","","",0.2,1.0,.200,.200,1.0,1.2,.833,"","",1.0,0.2,"","","",1.8,1.4,5768
8536,1996-97,23,atl,nba,c,3,0,2.3,0.0,1.0,.000,0.0,0.0,"",0.0,1.0,.000,.000,0.0,0.0,"",0.3,0.3,0.7,0.0,0.0,0.0,1.0,0.3,0.0,5769
8537,2016-17,25,chi,nba,c,3,0,8.7,1.3,3.7,.364,0.0,0.7,.000,1.3,3.0,.444,.364,2.0,2.0,1.000,1.7,1.3,3.0,1.7,0.0,0.0,0.7,0.3,4.7,5773
8538,2017-18,26,sas,nba,c,1,0,6.0,1.0,1.0,1.000,0.0,0.0,"",1.0,1.0,1.000,1.000,0.0,0.0,"",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5773
8539,1950-51,24,nyk,nba,"",2,"","",0.5,2.5,.200,,,,,,,,1.0,1.0,1.000,,,0.5,0.5,,,,1.0,2.0,5774
8540,1950-51,24,ino,nba,pf,3,"","",0.0,2.3,.000,,,,,,,,1.0,1.7,.600,,,2.0,1.3,,,,2.0,1.0,5775
8541,1951-52,25,ino,nba,pf,2,"",39.0,4.5,13.5,.333,,,,,,,,3.0,4.0,.750,,,10.0,2.0,,,,4.0,12.0,5775
8542,1952-53,26,ino,nba,pf,2,"",23.5,2.0,8.0,.250,,,,,,,,1.0,2.5,.400,,,5.0,1.0,,,,5.0,5.0,5775
8543,1953-54,27,syr,nba,pf,13,"",27.5,2.8,7.3,.389,,,,,,,,3.4,4.2,.800,,,6.5,1.5,,,,3.8,9.1,5775
8544,2007-08,23,atl,nba,pg,7,0,8.7,0.9,1.1,.750,0.0,0.0,"",0.9,1.1,.750,.750,1.3,1.4,.900,0.0,0.3,0.3,1.1,0.3,0.0,1.1,0.7,3.0,5776
8545,2008-09,24,atl,nba,pg,6,0,4.7,0.5,1.5,.333,0.2,0.5,.333,0.3,1.0,.333,.389,0.2,0.2,1.000,0.2,0.2,0.3,1.0,0.0,0.0,0.2,0.5,1.3,5776
8546,2019-20,24,orl,nba,pf,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,"",1.500,0.0,0.0,"",0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,5777
8547,2009-10,22,den,nba,pg,6,0,19.7,2.5,5.8,.429,0.7,1.7,.400,1.8,4.2,.440,.486,2.2,3.2,.684,0.7,0.7,1.3,2.7,1.0,0.0,1.3,3.0,7.8,5782
8548,2010-11,23,den,nba,pg,5,5,33.4,5.2,10.4,.500,1.0,2.2,.455,4.2,8.2,.512,.548,4.2,4.6,.913,1.4,2.0,3.4,3.8,1.0,0.2,1.2,1.8,15.6,5782
8549,2011-12,24,den,nba,pg,7,7,34.6,8.0,15.6,.514,1.3,4.0,.321,6.7,11.6,.580,.555,1.7,2.7,.632,0.6,2.0,2.6,6.0,1.0,0.1,1.1,1.7,19.0,5782
8550,2012-13,25,den,nba,pg,6,6,39.3,8.0,18.2,.440,0.7,3.5,.190,7.3,14.7,.500,.459,4.7,5.5,.848,0.8,2.5,3.3,8.0,1.7,0.0,2.2,2.2,21.3,5782
8551,2015-16,28,ind,nba,pg,7,0,10.6,0.9,2.6,.333,0.0,0.4,.000,0.9,2.1,.400,.333,0.6,0.9,.667,0.1,0.9,1.0,1.4,0.4,0.0,0.9,1.1,2.3,5782
8552,2017-18,30,was,nba,pg,5,0,19.2,1.8,5.2,.346,1.0,1.6,.625,0.8,3.6,.222,.442,1.2,1.2,1.000,0.4,2.2,2.6,3.0,0.6,0.0,0.6,1.2,5.8,5782
8553,2016-17,22,por,nba,sf,2,0,8.0,1.0,2.0,.500,0.5,0.5,1.000,0.5,1.5,.333,.625,0.5,1.0,.500,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,3.0,5783
8554,2017-18,23,por,nba,sf,1,0,8.0,3.0,3.0,1.000,0.0,0.0,"",3.0,3.0,1.000,1.000,0.0,0.0,"",0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,5783
8555,2018-19,24,por,nba,sf,6,0,3.3,0.2,1.2,.143,0.0,0.8,.000,0.2,0.3,.500,.143,0.5,0.7,.750,0.2,0.5,0.7,0.0,0.0,0.0,0.0,0.5,0.8,5783
8556,2018-19,24,brk,nba,sf,5,2,28.8,7.2,14.6,.493,2.4,5.2,.462,4.8,9.4,.511,.575,4.2,5.8,.724,1.2,3.4,4.6,3.0,1.0,0.4,2.0,1.6,21.0,5785
8557,2019-20,25,brk,nba,sg,4,4,35.0,6.8,18.3,.370,2.3,5.3,.429,4.5,13.0,.346,.432,4.5,6.3,.720,2.0,4.0,6.0,9.5,1.3,0.3,3.3,1.8,20.3,5785
8558,2022-23,28,cle,nba,sg,5,3,34.0,5.4,12.6,.429,2.6,7.2,.361,2.8,5.4,.519,.532,1.6,2.6,.615,0.8,3.8,4.6,2.6,0.4,0.2,1.0,2.0,15.0,5785
8559,2017-18,20,ind,nba,pf,1,0,4.0,0.0,0.0,"",0.0,0.0,"",0.0,0.0,"","",0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5786
8560,2018-19,21,ind,nba,pf,1,0,10.0,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,.000,2.0,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5786
8561,2020-21,23,por,nba,pf,3,0,2.3,1.0,1.3,.750,0.0,0.0,"",1.0,1.3,.750,.750,0.0,0.0,"",0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5786
8562,1968-69,23,dlc,aba,c,7,"",28.4,4.0,9.9,.406,0.0,0.0,"",4.0,9.9,.406,.406,2.1,2.6,.833,"","",9.0,1.1,"","",2.1,3.6,10.1,5787
8563,1969-70,24,dlc,aba,c,6,"",39.5,8.0,16.3,.490,0.0,0.0,"",8.0,16.3,.490,.490,4.2,5.8,.714,"","",14.3,1.5,"","",2.5,2.8,20.2,5787
8564,1970-71,25,nya,aba,c,6,"",34.0,5.8,11.5,.507,0.0,0.0,"",5.8,11.5,.507,.507,1.0,2.0,.500,2.0,5.8,7.8,0.5,"","",1.7,2.7,12.7,5787
8565,1973-74,28,cap,nba,c,2,"",2.5,0.5,1.0,.500,"","","",0.5,1.0,.500,.500,0.0,0.0,"",0.5,0.5,1.0,0.0,0.0,0.0,"",0.5,1.0,5787
8566,1979-80,22,hou,nba,pg,7,"",21.3,1.4,5.4,.263,0.0,0.6,.000,1.4,4.9,.294,.263,2.7,3.0,.905,0.3,1.4,1.7,3.4,0.9,0.0,0.9,1.7,5.6,5789
8567,1980-81,23,hou,nba,pg,17,"",12.8,1.8,4.5,.390,0.0,0.0,"",1.8,4.5,.390,.390,0.9,1.0,.882,0.3,0.7,1.0,2.6,1.1,0.2,1.2,1.5,4.4,5789
8568,1981-82,24,hou,nba,pg,3,"",31.0,6.7,15.7,.426,0.0,0.3,.000,6.7,15.3,.435,.426,0.7,0.7,1.000,0.3,1.3,1.7,3.3,1.3,0.3,1.7,3.0,14.0,5789
8569,1984-85,27,hou,nba,pg,5,0,3.2,0.4,1.2,.333,0.0,0.4,.000,0.4,0.8,.500,.333,0.4,0.4,1.000,0.2,0.4,0.6,0.6,0.0,0.0,0.2,0.4,1.2,5789
8570,1985-86,28,hou,nba,pg,15,0,11.3,1.6,5.3,.300,0.5,1.0,.467,1.1,4.3,.262,.344,1.3,1.5,.870,0.2,0.8,1.0,2.7,0.6,0.0,0.6,0.8,5.0,5789
8571,1986-87,29,hou,nba,pg,10,10,38.4,4.4,10.7,.411,0.4,1.6,.250,4.0,9.1,.440,.430,4.9,6.0,.817,0.6,1.9,2.5,7.2,1.9,0.3,2.8,4.2,14.1,5789
8572,1987-88,30,hou,nba,sg,4,0,9.5,1.8,4.8,.368,0.5,1.5,.333,1.3,3.3,.385,.421,1.0,1.0,1.000,0.0,0.8,0.8,2.3,0.5,0.0,1.5,1.5,5.0,5789
8573,1988-89,31,hou,nba,sg,2,0,2.5,0.5,1.5,.333,0.0,0.0,"",0.5,1.5,.333,.333,1.0,1.0,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,5789
8574,1988-89,22,uta,nba,c,3,0,3.3,0.3,1.3,.250,0.0,0.0,"",0.3,1.3,.250,.250,0.0,0.0,"",0.3,0.3,0.7,0.0,0.0,0.0,1.0,0.7,0.7,5791
8575,1989-90,23,uta,nba,c,3,0,9.3,2.0,3.3,.600,0.3,0.3,1.000,1.7,3.0,.556,.650,1.7,3.0,.556,0.7,2.0,2.7,0.7,0.0,0.0,0.3,2.7,6.0,5791
8576,1995-96,29,det,nba,c,1,0,3.0,0.0,0.0,"",0.0,0.0,"",0.0,0.0,"","",0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5791
8577,1979-80,23,lal,nba,pg,3,"",2.0,0.0,0.0,"",0.0,0.0,"",0.0,0.0,"","",0.7,0.7,1.000,0.0,0.3,0.3,0.0,0.0,0.0,1.0,0.7,0.7,5794
8578,1966-67,22,sfw,nba,c,11,"",11.8,1.7,5.2,.333,,,,,,,,0.2,0.9,.200,"","",4.9,0.7,"","",,1.8,3.6,5795
8579,1967-68,23,sfw,nba,c,10,"",40.5,4.8,11.7,.410,,,,,,,,1.8,3.6,.500,"","",13.2,2.2,"","",,3.8,11.4,5795
8580,1968-69,24,sfw,nba,pf,6,"",21.5,1.5,5.5,.273,,,,,,,,1.5,1.8,.818,"","",7.2,0.8,"","",,2.3,4.5,5795
8581,1970-71,26,sfw,nba,c,5,"",18.6,2.0,4.8,.417,,,,,,,,0.8,1.6,.500,"","",7.4,0.4,"","",,2.6,4.8,5795
8582,1971-72,27,gsw,nba,pf,5,"",35.0,1.6,5.6,.286,,,,,,,,1.6,2.4,.667,"","",12.8,1.4,"","",,2.8,4.8,5795
8583,1972-73,28,gsw,nba,pf,11,"",37.5,4.4,9.4,.466,,,,,,,,1.9,2.9,.656,"","",15.7,1.5,"","",,3.9,10.6,5795
8584,1975-76,31,phi,nba,c,3,"",17.7,1.3,2.0,.667,,,,,,,,2.0,2.3,.857,1.3,4.0,5.3,0.3,0.0,0.3,,5.0,4.7,5795
8585,2008-09,23,orl,nba,sg,21,16,26.2,3.2,7.3,.435,0.6,2.1,.273,2.6,5.2,.500,.474,1.1,1.2,.885,0.3,1.6,1.9,1.3,0.9,0.1,1.0,2.0,8.0,5796
8586,2012-13,27,bos,nba,sg,4,0,9.8,0.3,1.3,.200,0.0,0.5,.000,0.3,0.8,.333,.200,1.0,1.0,1.000,0.0,0.5,0.5,0.3,0.5,0.0,0.0,0.8,1.5,5796
8587,2013-14,28,mem,nba,sg,7,7,32.0,3.6,8.6,.417,0.9,2.7,.316,2.7,5.9,.463,.467,2.0,2.6,.778,0.4,1.6,2.0,1.6,0.7,0.3,0.9,2.9,10.0,5796
8588,2014-15,29,mem,nba,sg,11,11,33.4,5.0,9.1,.550,1.3,2.7,.467,3.7,6.4,.586,.620,2.0,2.1,.957,0.3,2.3,2.5,2.2,1.1,0.0,1.2,2.2,13.3,5796
8589,2015-16,30,cho,nba,sg,7,7,36.7,3.0,7.3,.412,0.6,1.3,.444,2.4,6.0,.405,.451,2.0,2.1,.933,0.7,2.1,2.9,1.3,0.9,0.4,0.7,2.7,8.6,5796
8590,2021-22,29,gsw,nba,sg,16,0,7.8,0.8,2.1,.382,0.3,1.0,.250,0.6,1.1,.500,.441,0.1,0.2,.667,0.3,1.3,1.6,0.4,0.1,0.0,0.4,0.5,2.0,5797
8591,2022-23,30,pho,nba,sg,8,0,11.1,0.8,2.5,.300,0.4,1.9,.200,0.4,0.6,.600,.375,0.3,0.3,1.000,0.5,0.9,1.4,0.6,0.3,0.0,0.1,1.0,2.1,5797
8592,2012-13,29,gsw,nba,pf,6,1,10.8,2.2,5.5,.394,0.0,0.0,"",2.2,5.5,.394,.394,0.7,1.0,.667,1.0,3.7,4.7,0.8,0.5,0.2,0.8,0.8,5.0,5799
8593,2013-14,30,gsw,nba,pf,7,7,31.0,5.9,11.0,.532,0.0,0.0,"",5.9,11.0,.532,.532,2.1,2.7,.789,3.4,5.7,9.1,2.6,0.6,0.0,2.4,4.0,13.9,5799
8594,2014-15,31,gsw,nba,pf,13,0,8.2,1.2,3.1,.400,0.0,0.0,"",1.2,3.1,.400,.400,0.6,1.2,.533,0.8,1.8,2.6,0.6,0.2,0.2,0.2,1.3,3.1,5799
8595,2015-16,32,dal,nba,pf,2,0,16.5,3.0,4.0,.750,0.0,0.0,"",3.0,4.0,.750,.750,0.0,0.0,"",0.5,2.5,3.0,0.5,0.0,0.0,0.0,3.5,6.0,5799
8596,2016-17,33,sas,nba,pf,15,4,16.3,1.7,3.2,.521,0.0,0.1,.000,1.7,3.1,.532,.521,0.7,1.1,.647,1.3,2.5,3.8,0.7,0.3,0.3,0.4,1.3,4.1,5799
8597,1991-92,27,njn,nba,sg,2,0,3.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,"",0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,5801
8598,1960-61,24,det,nba,sf,5,"",27.0,5.8,14.0,.414,,,,,,,,4.0,5.4,.741,,,6.8,2.8,,,,2.2,15.6,5802
8599,1961-62,25,det,nba,sf,6,"",8.3,1.7,3.3,.500,,,,,,,,1.0,1.2,.857,,,1.3,0.2,,,,1.0,4.3,5802
8600,1963-64,27,sfw,nba,sf,10,"",6.7,0.9,2.0,.450,,,,,,,,1.2,2.0,.600,,,1.6,0.4,,,,1.5,3.0,5802
8601,1977-78,25,pho,nba,pg,2,"",20.5,2.5,8.0,.313,"","","",2.5,8.0,.313,.313,1.0,1.0,1.000,1.0,2.0,3.0,1.5,2.0,0.0,2.0,3.5,6.0,5808
8602,1972-73,23,mil,nba,sf,5,"",2.6,1.6,2.8,.571,,,,,,,,0.0,0.0,"","","",0.8,0.4,"","",,0.2,3.2,5809
8603,1973-74,24,mil,nba,sf,6,"",2.0,0.8,1.3,.625,,,,,,,,0.2,0.7,.250,0.2,0.3,0.5,0.2,0.5,0.2,,0.0,1.8,5809
8604,1950-51,23,bos,nba,"",2,"","",0.5,3.5,.143,,,,,,,,0.5,0.5,1.000,,,0.0,1.0,,,,1.5,1.5,5811
8605,1946-47,23,clr,baa,"",2,"","",2.0,9.0,.222,,,,,,,,0.5,0.5,1.000,,,"",0.0,,,,2.0,4.5,5812
8606,1996-97,30,wsb,nba,sg,3,0,6.3,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.3,0.7,.500,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.7,0.3,5813
8607,1967-68,25,stl,nba,pg,1,"",2.0,0.0,1.0,.000,"","","",0.0,1.0,.000,.000,0.0,0.0,"","","",0.0,2.0,"","","",1.0,0.0,5814
8608,2020-21,27,was,nba,c,5,3,8.4,1.6,2.8,.571,0.0,0.0,"",1.6,2.8,.571,.571,0.8,1.4,.571,0.8,1.4,2.2,0.4,0.2,0.0,0.2,1.6,4.0,5817
8609,2022-23,29,sac,nba,c,7,0,7.7,1.0,1.3,.778,0.0,0.0,"",1.0,1.3,.778,.778,0.7,0.9,.833,1.0,1.9,2.9,0.1,0.0,0.4,1.0,2.1,2.7,5817
8610,1996-97,23,mia,nba,sg,17,17,32.2,3.7,9.1,.406,2.1,5.4,.396,1.6,3.8,.422,.523,1.9,2.2,.865,0.7,2.2,2.9,2.1,0.6,0.2,1.8,2.9,11.4,5818
8611,1997-98,24,mia,nba,sg,5,5,37.2,4.8,10.4,.462,1.8,5.2,.346,3.0,5.2,.577,.548,3.0,4.0,.750,0.2,3.6,3.8,1.4,0.2,0.4,2.2,4.0,14.4,5818
8664,1966-67,23,cin,nba,pg,3,"",3.0,1.3,3.0,.444,"","","",1.3,3.0,.444,.444,0.0,0.0,"","","",1.3,0.0,"","","",0.3,2.7,5835
8612,1998-99,25,mia,nba,sg,4,0,14.3,3.0,5.5,.545,2.3,3.5,.643,0.8,2.0,.375,.750,1.0,1.0,1.000,0.0,0.3,0.3,0.8,0.0,0.3,0.3,1.0,9.3,5818
8613,2003-04,30,den,nba,sg,5,5,32.2,6.4,15.0,.427,2.2,4.8,.458,4.2,10.2,.412,.500,2.0,2.8,.714,0.8,1.8,2.6,2.4,0.8,0.0,1.8,2.6,17.0,5818
8614,1967-68,22,hsm,aba,sf,3,"",24.3,4.0,8.7,.462,0.0,0.0,"",4.0,8.7,.462,.462,0.3,1.0,.333,"","",6.3,1.0,,,0.7,2.0,8.3,5819
8615,1990-91,23,atl,nba,c,2,0,2.5,1.0,1.0,1.000,0.0,0.0,"",1.0,1.0,1.000,1.000,0.0,0.0,"",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5820
8616,2011-12,20,sas,nba,sf,14,14,27.1,3.2,6.4,.500,1.3,2.9,.450,1.9,3.6,.540,.600,0.9,1.1,.813,1.3,4.6,5.9,0.6,1.2,0.4,0.9,1.6,8.6,5821
8617,2012-13,21,sas,nba,sf,21,21,36.9,5.5,10.0,.545,1.1,2.8,.390,4.4,7.2,.605,.600,1.5,2.3,.633,2.4,6.7,9.0,1.0,1.8,0.5,1.1,1.9,13.5,5821
8618,2013-14,22,sas,nba,sf,23,23,32.0,5.3,10.4,.510,1.3,3.2,.419,4.0,7.2,.552,.575,2.3,3.1,.736,1.3,5.4,6.7,1.7,1.7,0.6,1.3,2.9,14.3,5821
8619,2014-15,23,sas,nba,sf,7,7,35.7,7.4,15.6,.477,1.6,3.7,.423,5.9,11.9,.494,.528,3.9,5.0,.771,1.9,5.6,7.4,2.6,1.1,0.6,2.1,2.6,20.3,5821
8620,2015-16,24,sas,nba,sf,10,10,33.9,8.3,16.6,.500,1.7,3.9,.436,6.6,12.7,.520,.551,4.2,5.1,.824,1.4,4.9,6.3,2.8,2.6,1.4,1.6,2.1,22.5,5821
8621,2016-17,25,sas,nba,sf,12,12,35.8,8.8,16.8,.525,2.1,4.6,.455,6.8,12.3,.551,.587,7.9,8.5,.931,1.6,6.2,7.8,4.6,1.7,0.5,2.2,1.8,27.7,5821
8622,2018-19,27,tor,nba,sf,24,24,39.1,10.1,20.7,.490,2.3,6.0,.379,7.8,14.6,.536,.545,8.0,9.0,.884,2.3,6.8,9.1,3.9,1.7,0.7,3.1,2.3,30.5,5821
8623,2019-20,28,lac,nba,sf,13,13,39.3,10.1,20.6,.489,1.8,5.6,.329,8.2,15.0,.549,.534,6.2,7.2,.862,1.8,7.5,9.3,5.5,2.3,0.8,2.5,2.2,28.2,5821
8624,2020-21,29,lac,nba,sf,11,11,39.3,11.1,19.4,.573,2.2,5.5,.393,8.9,13.8,.645,.629,6.0,6.8,.880,2.0,5.7,7.7,4.4,2.1,0.8,2.2,2.6,30.4,5821
8625,2022-23,31,lac,nba,sf,2,2,40.0,12.0,22.0,.545,3.0,5.0,.600,9.0,17.0,.529,.614,7.5,8.5,.882,1.5,5.0,6.5,6.0,2.0,0.5,3.0,2.5,34.5,5821
8626,2013-14,21,por,nba,c,4,0,2.3,0.0,0.5,.000,0.0,0.0,"",0.0,0.5,.000,.000,0.0,0.0,"",0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.0,5822
8627,2014-15,22,por,nba,c,5,0,21.2,2.8,4.2,.667,2.0,2.6,.769,0.8,1.6,.500,.905,0.2,0.4,.500,1.2,5.4,6.6,1.0,0.4,0.4,0.6,3.4,7.8,5822
8628,2016-17,24,por,nba,pf,3,1,10.3,0.3,1.7,.200,0.0,1.3,.000,0.3,0.3,1.000,.200,0.0,0.0,"",0.7,2.0,2.7,0.3,0.0,0.0,1.3,2.0,0.7,5822
8629,2017-18,25,por,nba,c,2,0,4.0,2.0,2.0,1.000,0.0,0.0,"",2.0,2.0,1.000,1.000,0.0,0.0,"",0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5822
8630,2018-19,26,por,nba,c,11,2,15.5,3.1,5.9,.523,1.3,3.0,.424,1.8,2.9,.625,.631,0.3,0.8,.333,0.5,3.1,3.6,1.1,0.2,0.1,0.4,2.5,7.7,5822
8631,2019-20,27,mia,nba,c,3,2,10.3,1.7,2.7,.625,0.7,1.3,.500,1.0,1.3,.750,.750,0.7,0.7,1.000,0.0,0.3,0.3,1.0,0.3,0.0,0.0,1.3,4.7,5822
8632,2022-23,30,mil,nba,c,2,0,2.5,0.0,0.5,.000,0.0,0.0,"",0.0,0.5,.000,.000,0.0,0.0,"",0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5822
8633,1956-57,24,mnl,nba,pg,5,"",40.8,8.4,20.0,.420,,,,,,,,4.6,5.2,.885,,,6.0,7.6,,,,3.0,21.4,5823
8634,1958-59,26,mnl,nba,pg,13,"",35.9,4.8,13.3,.364,,,,,,,,2.5,3.1,.800,,,3.4,5.4,,,,2.9,12.2,5823
8635,1959-60,27,mnl,nba,pg,9,"",23.0,2.2,7.4,.299,,,,,,,,2.0,3.1,.643,,,1.1,5.0,,,,1.9,6.4,5823
